TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK
1610612746,LA Clippers,82,51,31,0.622,48.1,42.4,86.7,0.489,0.5,33.2,0.381,18.3,22.2,0.825,10.0,32.9,0.38,0.35,13.1,0.77,0.5,4.7,18.5,18.7,0.63,3.3,1,5,5,5,26,14,26,6,16,21,6,8,12,3,21,17,19,21,13,7,15,9,14,15,12,7
1610612747,Los Angeles Lakers,82,47,35,0.573,48.4,43.7,87.5,0.499,0.23,31.4,0.377,18.9,24.2,0.782,8.2,34.9,0.43,0.85,14.0,0.4,0.67,4.8,15.6,19.7,0.83,0.6,1,12,12,12,3,6,22,2,24,28,8,2,2,15,30,2,18,5,19,19,11,11,1,4,6,19
1610612763,Memphis Grizzlies,82,27,55,0.329,48.2,38.4,88.2,0.435,0.63,37.8,0.346,16.0,21.0,0.764,10.9,31.7,0.23,0.12,15.1,0.88,0.88,6.5,19.1,18.8,0.03,-7.0,1,24,24,24,17,30,21,30,12,6,29,22,19,23,10,27,24,27,26,4,4,30,20,13,30,26
1610612748,Miami Heat,82,46,36,0.561,48.2,39.8,85.6,0.465,0.42,33.7,0.37,18.0,22.0,0.818,9.3,33.0,0.18,0.43,12.7,0.5,0.03,4.7,17.3,18.9,0.17,1.8,1,16,16,16,21,28,28,22,19,18,12,10,13,5,26,16,26,18,6,15,30,10,4,11,26,16
1610612749,Milwaukee Bucks,82,49,33,0.598,48.3,43.1,88.5,0.487,0.87,38.1,0.373,18.5,23.9,0.774,9.4,34.8,0.75,0.47,12.9,0.13,0.5,4.2,19.2,19.2,0.9,2.6,1,8,8,8,10,8,19,7,5,5,11,7,3,19,24,3,9,17,9,26,15,3,21,9,4,11
1610612750,Minnesota Timberwolves,82,56,26,0.683,48.3,41.3,85.0,0.485,0.5,32.7,0.387,17.8,22.9,0.777,9.4,34.2,0.53,0.52,14.2,0.83,0.88,4.5,18.8,19.9,0.43,6.5,1,4,4,4,10,23,29,10,15,23,3,11,8,18,25,5,15,15,22,6,5,5,18,3,18,3
1610612740,New Orleans Pelicans,82,49,33,0.598,48.1,42.5,87.4,0.486,0.42,32.6,0.383,17.6,22.8,0.771,10.4,33.6,0.62,0.62,13.0,0.93,0.28,5.2,18.4,18.4,0.6,4.4,1,8,8,8,26,12,23,9,18,24,4,13,9,21,17,10,13,13,11,3,22,19,11,18,13,6
1610612752,New York Knicks,82,50,32,0.61,48.1,41.3,88.7,0.465,0.68,35.8,0.369,17.0,21.8,0.78,12.7,32.5,0.87,0.07,13.2,0.5,0.07,5.3,17.6,19.1,0.4,4.6,1,6,6,6,23,22,18,20,10,13,14,16,14,16,1,21,5,29,15,17,29,20,6,10,19,5
1610612760,Oklahoma City Thunder,82,57,25,0.695,48.3,44.5,89.3,0.499,0.75,34.2,0.389,17.7,21.5,0.825,8.8,33.2,0.13,0.67,12.7,0.98,0.98,5.1,18.8,18.9,0.93,7.4,1,2,2,2,10,2,15,3,8,16,1,12,17,4,29,12,27,11,7,1,1,18,19,12,3,2
1610612753,Orlando Magic,82,47,35,0.573,48.2,40.5,84.9,0.476,0.05,31.3,0.352,18.5,24.4,0.759,10.5,31.8,0.18,0.12,14.7,0.88,0.62,4.6,19.7,20.9,0.23,2.0,1,12,12,12,17,26,30,15,30,29,24,6,1,26,15,25,25,28,24,5,13,7,23,1,24,15
1610612755,Philadelphia 76ers,82,47,35,0.573,48.2,41.5,89.4,0.464,0.28,33.3,0.363,19.5,23.6,0.826,11.0,31.9,0.38,0.23,12.0,0.98,0.82,6.1,20.3,18.5,0.53,3.0,1,12,12,12,17,21,14,23,22,19,18,1,4,2,9,23,20,24,2,1,6,27,27,17,15,9
1610612756,Phoenix Suns,82,49,33,0.598,48.2,42.5,86.1,0.493,0.35,32.6,0.382,18.9,23.4,0.808,10.1,33.9,0.68,0.62,14.9,0.4,0.82,4.5,18.0,19.7,0.7,3.1,1,8,8,8,17,13,27,5,20,25,5,3,6,6,19,7,10,12,25,18,6,6,8,5,10,8
1610612757,Portland Trail Blazers,82,21,61,0.256,48.5,39.4,89.7,0.439,0.13,33.2,0.345,16.2,20.5,0.791,12.6,30.1,0.28,0.03,15.2,0.6,0.13,6.4,20.2,17.9,0.07,-9.0,1,27,27,27,2,29,10,29,28,20,30,20,23,9,2,30,22,30,29,12,27,28,26,26,29,27
1610612758,Sacramento Kings,82,46,36,0.561,48.4,43.3,90.9,0.477,0.9,39.3,0.366,15.5,20.9,0.745,10.8,33.2,0.62,0.8,13.1,0.6,0.1,4.5,19.9,18.3,0.73,1.7,1,16,16,16,3,7,6,14,4,3,16,27,21,30,12,15,12,7,13,13,28,4,24,19,9,17
1610612759,San Antonio Spurs,82,22,60,0.268,48.4,41.9,90.7,0.462,0.5,36.4,0.347,15.6,20.0,0.782,10.4,33.9,0.75,0.97,15.1,0.32,0.93,4.6,17.2,17.9,0.27,-6.5,1,26,26,26,7,18,7,25,16,11,28,25,28,14,18,8,8,2,27,22,3,8,3,25,23,25
1610612761,Toronto Raptors,82,25,57,0.305,48.3,42.3,89.7,0.471,0.13,33.1,0.347,16.3,21.6,0.756,10.9,31.8,0.28,0.85,14.0,0.68,0.38,5.8,18.4,18.1,0.33,-6.4,1,25,25,25,10,15,10,16,26,22,27,18,16,29,11,26,23,6,20,10,19,23,12,22,21,24
1610612762,Utah Jazz,82,31,51,0.378,48.3,42.0,89.9,0.467,0.6,36.5,0.354,18.8,22.6,0.83,12.2,33.2,0.92,0.7,15.7,0.05,0.72,6.4,18.6,19.2,0.67,-4.9,1,23,23,23,10,17,9,19,13,10,22,4,10,1,4,12,3,10,30,29,9,28,16,8,11,23
1610612764,Washington Wizards,82,15,67,0.183,48.1,43.0,91.4,0.47,0.35,35.5,0.348,15.4,20.2,0.764,9.2,31.9,0.07,0.73,14.0,0.6,0.57,6.0,20.0,18.0,0.47,-9.3,1,29,29,29,23,11,4,17,21,14,25,28,25,24,28,24,29,9,20,14,14,26,25,23,17,29
