0
NR3C1
LIFR
PDGFRB
CD86
WNT5A
FGF12
TNNC1
IL1A
CCL20
ACVR1
ITGB6
GCG
IFIH1
REG1A
FN1
STAT1
IGFBP5
GNLY
IL1R2
IL1R1
IL1RL1
IL18R1
EPHA4
ANGPTL1
RPL22
HDAC1
RGS2
CD58
CD2
CD48
ADGRL2
SLC2A1
FASLG
TNFSF4
STMN1
CENPF
APOA1
TNNT2
TTR
ARG1
CCN2
SPP1
RARRES1
CSF3R
PGF
TGFB3
DNMT3A
EPCAM
IFIT3
DUSP1
TEK
CD274
CYSTM1
TGFBI
DUSP4
CLU
TNFRSF10B
IAPP
CD80
CCRL2
CCR2
TNFSF10
PDS5A
CXCR4
ACVR2A
RPL21
INHBA
RAMP3
TWIST1
CNTFR
CALD1
SRGN
ADGRE5
MMP19
TNFAIP6
INHA
SLPI
ATP5F1E
PTGIS
SNAI1
COL21A1
CDKN1A
SOX4
MT2A
EFNB2
BMP4
SOX9
IL1B
TNFSF9
CD70
TNFSF14
BMP2
FFAR2
HCST
CCR7
IRF3
STAT5A
BECN1
ADGRE2
KLF2
IL17B
TNFRSF19
ZFP36
KDR
ADM2
VPREB3
RAC2
LIF
KRT17
SMO
DLL4
ACKR4
CD68
FGF13
RPS4Y1
SAT1
LDLR
APOE
APOC1
BST2
GDF15
COL5A1
DNMT1
IDO1
NR1H2
RAMP2
IL13RA1
TOP2A
RARA
LGALS3
PPARG
FCRLA
RAMP1
SEC61G
DDC
JCHAIN
ITGB4
CLEC10A
PCNA
CRP
CHI3L1
POSTN
TPT1
EPHB2
MYH11
BTG1
KRAS
LOXL2
VHL
NOTCH2
FKBP11
LDHA
IL6ST
IL2RA
IL15RA
C5AR2
CLOCK
PDGFRA
COL4A2
ETS1
ANXA1
HAVCR2
OASL
CD36
HILPDA
EPHA7
CD63
KRT7
ACVR1B
CD164
AHI1
GLUL
SPRY2
GPNMB
RAC1
IL6
IL10
IL36G
IL1RN
TLR4
MYC
IL33
IL11RA
CCL21
IRF4
IER3
TLR2
MMP7
THBS1
NUSAP1
IFI44L
CYP1B1
CUZD1
DUSP5
ENTPD1
STAT4
ITGAV
SLC40A1
FGF2
CXCL9
EGF
CD27
LGR5
DUSP6
LUM
ACVRL1
RB1
FGF7
TPM1
IGF1R
ITGAX
NLRC5
CDH11
TP53
SMAD4
TNFRSF11A
ERBB2
IFITM3
COL6A1
IFNAR1
SOD1
COL6A2
APP
AKT1
EMP3
KLK3
NOSIP
EPHA2
SH3BGRL3
IL22RA1
CD53
CELSR2
RGS5
ABL2
S100A8
ARF1
PARP1
WNT9A
CALM2
ACKR3
ITGA9
RPL32
COL8A1
PLAC8
GC
PDGFC
RPL37
OSMR
GZMA
BTF3
ATG12
CXCL14
TNFRSF21
RSPO3
EGFR
IGFBP3
IL2RG
NTRK2
GSN
PTGES2
PTGES
LCN2
NOTCH1
GLUD1
ANKRD1
MKI67
SERPINH1
ATM
CHEK1
ESAM
TAGLN
FAU
KLRF1
CLEC1A
ITGB1
ARID5B
VEGFC
IL18
CACNA1C
CCL28
DST
BAG3
ATG10
SPARCL1
BMP3
ADGRA3
CPB1
MERTK
ADGRF1
CD8A
ANGPT1
WNT7A
CYP2U1
TTN
FZD7
PSD3
WIF1
FGF18
MAPK13
MS4A1
B3GNT7
SST
NRG1
MMP14
FZD1
IL34
KIT
MX1
TNFRSF14
DUSP2
FCER1G
IFNAR2
IFNGR2
C1QC
ADGRG5
ACE
NPR2
CALM3
G6PD
ICOSLG
ITGB2
S100B
CD3G
CXCR5
IL6R
LMNA
CCR5
AZGP1
SQSTM1
SCGB3A1
IKZF3
ITGA5
CXCL16
JAK1
PDPN
MXRA8
ADGRL4
VCAM1
NLRP3
DDR2
ATF3
IL20
IL24
PIGR
ACTG2
INHBB
HPGDS
S100A9
FZD5
NPPC
COL6A3
IGFBP7
CXCR1
EOMES
TGFBR2
HDAC11
CTLA4
ICOS
RBM47
IL17RE
CXCL5
CPA3
RYK
CCR1
S100P
H2AZ1
CAMP
MST1R
HMGB2
IL15
ITGA2
ADGRV1
SPINK1
CASP3
TLR3
CSF2
PTTG1
HEY1
FABP5
COL1A2
TNFRSF11B
GPER1
FZD6
SYK
VEGFD
AQP3
IFI27
RAG1
CLEC4E
CLEC4D
HSP90B1
B2M
STAT6
SCG5
SMAD3
NOD2
IGF2
CD3D
AXL
LAIR1
PSCA
LY6D
KRT80
KRT1
IGFBP6
CD300A
BEST1
CTNNB1
PNOC
RBPJ
CX3CR1
TAP1
BMP1
COL3A1
STAT3
IL7R
IL12A
LGALS9
AR
EFNA1
CXCL10
PTK2
NPR1
CXCL8
CD52
GPR183
FASN
LDB2
WNT10B
ITGAM
TM4SF1
ALCAM
FABP4
FOS
KRT8
KRT86
CD14
MZB1
KRT4
PDGFD
FPR1
INSR
JUNB
SOSTDC1
KRT19
KRT15
KRT13
KRT20
BCL2L1
FGG
HDAC3
BCL2
CD8B
CCL11
CXCR6
AZU1
CLEC7A
CLEC12A
IL16
IL17D
CTSW
CCL19
RARG
RELA
C1QB
C1QA
OLR1
VEGFB
TNFRSF10D
ADGRF3
STAT5B
TCAP
CD34
TLR1
CMKLR1
LEP
FZD4
ATR
UBE2C
DDIT3
SMAD2
CLCF1
SFN
ETV4
YES1
CIDEA
CLEC14A
TYMS
FZD8
CD19
CD163
JUN
IL17RA
CD28
MAF
VWA1
CIITA
CDH5
NRXN1
GPBAR1
PRF1
CXCR2
ADIPOQ
CCL13
AATK
SOX2
TNFSF15
PHLDA2
TIGIT
TSHZ2
BGN
FES
CSF1R
EPHB3
ANXA2
COL18A1
ADGRG3
GAS6
PTGDR2
CHEK2
ST6GALNAC3
TACSTD2
EFNA5
CSF1
MAML2
CCR10
LPAR5
NELL2
SIGIRR
ROR1
IFIT1
IFITM1
FFAR3
KRT5
FFAR4
THBS2
RXRA
KRT10
CXCR3
TNFRSF4
KRT16
KRT14
QRFPR
TNFRSF18
PPARA
MT1X
EPOR
COL4A1
TLR5
SPRY4
THSD4
DMBT1
COL14A1
WNT7B
COL4A5
TUBB4B
PDCD1
SELL
APOD
PLAC9
CLDN4
FHIT
CXCL17
NCR1
IL1RAP
SERPINA3
S100A4
TUBB
PPIA
CD55
EPHB4
PRTN3
NACA
MME
MMP1
TLR7
HLA-DQA1
COL27A1
S100A2
CD47
ANXA4
H4C3
IGF2R
SRC
SERPINA1
HTT
PDGFA
ELANE
MFAP5
MYH6
DPP4
PDCD1LG2
PSAP
S100A10
CFD
S100A6
MB
MYL4
TPM2
RYR2
CALM1
DLL1
MTOR
HMGN2
TOX
CD3E
BMPR2
RXRB
COL5A2
TAP2
HLA-DRA
COL15A1
CSHL1
AIF1
POU5F1
DDR1
RACK1
ADGRG1
SERPINB5
XKR4
GPX3
ACKR1
CRIP1
KLRK1
ITGA1
UBA52
HLA-DPB1
LTB
HLA-DPA1
TNF
TWIST2
TNFSF12
TNFRSF13B
MIF
EFNA4
IL10RB
LEFTY1
ETV5
HBB
SELENOP
LYN
INS
CLEC5A
MRC1
PECAM1
MMP12
MSMB
CCL5
CD24
CCL18
FCGBP
CCL15
PRSS2
